-0.333250 -0.025000 -10.360000 25.415452
-0.333250 -0.025000 28.022121
-0.333250 -0.025000 0.450000 28.298386
-0.333250 -0.025000 0.600000 28.381644
-0.333250 -0.025000 0.800000 28.485458
-0.333250 -0.025000 10.360000 25.541923
-0.333250 0.000000 -10.360000 25.418045
-0.333250 0.000000 28.040982
-0.333250 0.000000 0.450000 28.318991
-0.333250 0.000000 0.600000 28.402769
-0.333250 0.000000 0.800000 28.507227
-0.333250 0.000000 10.360000 25.545303
-0.333250 1.950000 -10.360000 25.593848
-0.333250 1.950000 29.342081
-0.333250 1.950000 0.450000 29.866676
-0.333250 1.950000 0.600000 29.987287
-0.333250 1.950000 0.800000 30.112577
-0.333250 1.950000 10.360000 25.769323
-0.333250 2.300000 -10.360000 25.615855
-0.333250 2.300000 29.335197
-0.333250 2.300000 0.450000 29.832264
-0.333250 2.300000 0.600000 29.944129
-0.333250 2.300000 0.800000 30.057981
-0.333250 2.300000 10.360000 25.793043
-0.333250 3.600000 -10.360000 25.674486
-0.333250 3.600000 28.706611
-0.333250 3.600000 0.450000 28.861238
-0.333250 3.600000 0.600000 28.909016
-0.333250 3.600000 0.800000 28.969030
-0.333250 3.600000 10.360000 25.841207
-0.333250 32.123543 -10.360000 25.659099
-0.333250 32.123543 28.477754
-0.333250 32.123543 0.450000 28.484748
-0.333250 32.123543 0.600000 28.484462
-0.333250 32.123543 0.800000 28.482019
-0.333250 32.123543 10.360000 25.695464
-0.333250 33.561619 -10.360000 25.595952
-0.333250 33.561619 28.452568
-0.333250 33.561619 0.450000 28.472484
-0.333250 33.561619 0.600000 28.475000
-0.333250 33.561619 0.800000 28.475340
-0.333250 33.561619 10.360000 25.633347
-0.333250 37.794834 -10.360000 25.347281
-0.333250 37.794834 26.552638
-0.333250 37.794834 0.450000 26.554166
-0.333250 37.794834 0.600000 26.553640
-0.333250 37.794834 0.800000 26.552120
-0.333250 37.794834 10.360000 25.374238
-0.333250 40.129723 -10.360000 25.244939
-0.333250 40.129723 25.893360
-0.333250 40.129723 0.450000 25.893008
-0.333250 40.129723 0.600000 25.892352
-0.333250 40.129723 0.800000 25.891056
-0.333250 40.129723 10.360000 25.263210
-0.333250 46.004723 -10.360000 25.088594
-0.333250 46.004723 25.297504
-0.333250 46.004723 0.450000 25.297279
-0.333250 46.004723 0.600000 25.297031
-0.333250 46.004723 0.800000 25.296566
-0.333250 46.004723 10.360000 25.094698
0.000000 -0.025000 -10.360000 25.449237
0.000000 -0.025000 28.275049
0.000000 -0.025000 0.450000 28.585778
0.000000 -0.025000 0.600000 28.676601
0.000000 -0.025000 0.800000 28.787898
0.000000 -0.025000 10.360000 25.586205
0.000000 0.000000 -10.360000 25.452041
0.000000 0.000000 28.295492
0.000000 0.000000 0.450000 28.608193
0.000000 0.000000 0.600000 28.699582
0.000000 0.000000 0.800000 28.811563
0.000000 0.000000 10.360000 25.589862
0.000000 1.950000 -10.360000 25.642353
0.000000 1.950000 29.728738
0.000000 1.950000 0.450000 30.382149
0.000000 1.950000 0.600000 30.504336
0.000000 1.950000 0.800000 30.598100
0.000000 1.950000 10.360000 25.832649
0.000000 2.300000 -10.360000 25.666163
0.000000 2.300000 29.719935
0.000000 2.300000 0.450000 30.344925
0.000000 2.300000 0.600000 30.457337
0.000000 2.300000 0.800000 30.536807
