Wire length data points,,,9.151,141.573,258.696
80.83082804,,,8.255,120.391,258.696
107.291532,,,8.255,102.327,258.696
125.7176457,,,8.255,79.21,250.347
113.539587,,,6.482,60.749,244.109
100.6046648,,,6.482,45.666,216.847
100.9611651,,,6.482,40.588,398.861
127.8611847,,,5.589,28.608,219.683
157.2663493,,,5.589,24.927,212.98
114.391482,,,5.589,18.962,91.32
98.68830259,,,5.589,18.072,191.568
131.0014862,,,6.137,16.319,213.86
119.1988479,,,6.749,15.867,93.905
143.7312936,,,6.361,16.469,220.061
101.9209153,,,5.886609197,,
118.9613497,,,,,
144.4619482,,,,,
187.3225561,,,,,
103.7833823,,,,,
115.4064146,,,,,
121.5070324,,,,,
154.9739274,,,,,
126.825436,,,,,
138.4106066,,,,,
139.5513967,,,,,
184.4920872,,,,,
119.2328187,,,,,
126.8609566,,,,,
92.15216856,,,,,
139.5480939,,,,,
103.9312659,,,,,
148.4788194,,,,,
99.88503591,,,,,
129.2926909,,,,,
156.0439381,,,,,
112.2645182,,,,,
97.77217828,,,,,
135.9813513,,,,,
105.9663744,,,,,
127.2060377,,,,,
118.6631246,,,,,
109.1321441,,,,,
111.2794917,,,,,
88.87709746,,,,,
104.8413361,,,,,
86.37355915,,,,,
158.4161038,,,,,
94.91068899,,,,,
132.724861,,,,,
135.9548135,,,,,
95.18883668,,,,,
156.7625167,,,,,
137.6607198,,,,,
111.094711,,,,,
123.0067653,,,,,
104.2461588,,,,,
139.3523914,,,,,
160.3571319,,,,,
161.8905817,,,,,
125.3077132,,,,,
158.958674,,,,,
108.2096781,,,,,
120.8650226,,,,,
118.465146,,,,,
135.4974085,,,,,
138.1073256,,,,,
166.4203808,,,,,
137.10616,,,,,
132.4674565,,,,,
138.4427315,,,,,
173.8836627,,,,,
160.3359561,,,,,
147.789745,,,,,
138.176831,,,,,
133.3521764,,,,,
111.9440091,,,,,
140.936473,,,,,
127.6497926,,,,,
104.7123095,,,,,
128.4372578,,,,,
102.7756591,,,,,
144.4270889,,,,,
149.9986971,,,,,
135.0742288,,,,,
95.02355666,,,,,
108.5894463,,,,,
131.5359326,,,,,
118.4931784,,,,,
119.8507597,,,,,
123.0685194,,,,,
127.6319391,,,,,
134.9794032,,,,,
